"","id","TimeStamp","Date","Time","type","instrument","residence_time_sec","units","campaign","loc_samp","cas","procedure","mdl","ANALYTE_H2S","ANALYTE_CH4","GPS-Latitude","GPS-Longitude","Latitude","Longitude","True-Track","Mag-Track","Ground-Speed","Wind-Speed","Wind-Direction","Air-Temp","Barometer","GPS-DoP","ANALYTE_H2S_flag","ANALYTE_CH4_flag"
"1","MA01",2024-09-11 08:55:00,"2024-09-11","08:55:00","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-0.0097,2.1561,40.932432,-88.643537,40.932507,-88.64355,355.6,358.4,49.772,11,101.1,21.6,1018.3,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"2","MA01",2024-09-11 08:55:01,"2024-09-11","08:55:01","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-0.0097,2.1561,40.932637,-88.643559,40.932712,-88.643575,355.6,358.4,50.393,11.2,102.8,21.6,1018.2,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"3","MA01",2024-09-11 08:55:02,"2024-09-11","08:55:02","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-0.0097,2.1561,40.932842,-88.643578,40.932917,-88.643593,355.8,358.6,50.58,11.6,102,21.6,1018.1,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"4","MA01",2024-09-11 08:55:03,"2024-09-11","08:55:03","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-0.0097,2.1593,40.933043,-88.643595,40.933118,-88.643607,356.2,359,50.269,11.3,106.9,21.6,1018.1,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"5","MA01",2024-09-11 08:55:04,"2024-09-11","08:55:04","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,2.9112,2.1593,40.933241,-88.643609,40.933318,-88.643622,356.5,359.3,49.772,10.8,109.8,21.6,1018.2,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"6","MA01",2024-09-11 08:55:05,"2024-09-11","08:55:05","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,2.9112,2.1593,40.933439,-88.643622,40.93352,-88.643635,356.8,359.6,49.772,10.9,108.3,21.6,1018.2,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"7","MA01",2024-09-11 08:55:06,"2024-09-11","08:55:06","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,2.9112,2.1601,40.933639,-88.643633,40.93372,-88.643647,357,359.8,50.145,10.9,109.4,21.6,1018.1,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"8","MA01",2024-09-11 08:55:07,"2024-09-11","08:55:07","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,1.0252,2.1601,40.933841,-88.643645,40.933923,-88.643658,357.2,0,50.145,11.1,108.6,21.6,1018.1,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"9","MA01",2024-09-11 08:55:08,"2024-09-11","08:55:08","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,1.0252,2.1601,40.93404,-88.643653,40.934123,-88.643667,357.5,0.3,49.896,11.4,110,21.6,1018.1,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"10","MA01",2024-09-11 08:55:09,"2024-09-11","08:55:09","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,1.0252,2.1602,40.934236,-88.643659,40.934323,-88.643672,358.2,1,49.585,11.2,111.6,21.6,1018.1,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"11","MA01",2024-09-11 08:55:10,"2024-09-11","08:55:10","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,1.0252,2.1602,40.934435,-88.643662,40.934523,-88.643673,358.7,1.5,49.772,11.6,108.5,21.6,1018.1,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"12","MA01",2024-09-11 08:55:11,"2024-09-11","08:55:11","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,2.2339,2.1602,40.934637,-88.643666,40.934727,-88.643677,359,1.8,50.02,11.4,107.5,21.6,1017.9,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"13","MA01",2024-09-11 08:55:12,"2024-09-11","08:55:12","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,2.2339,2.1602,40.934842,-88.64367,40.93493,-88.643677,359.2,2,50.58,11.5,109.9,21.6,1017.9,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"14","MA01",2024-09-11 08:55:13,"2024-09-11","08:55:13","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,2.2339,2.1603,40.93505,-88.643673,40.935137,-88.64368,359.4,2.2,51.201,11.1,111.7,21.5,1017.9,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"15","MA01",2024-09-11 08:55:14,"2024-09-11","08:55:14","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,0.581,2.1603,40.935262,-88.643676,40.935348,-88.643687,359.3,2.1,51.884,10.8,111.8,21.5,1017.7,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"16","MA01",2024-09-11 08:55:15,"2024-09-11","08:55:15","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,0.581,2.1603,40.935476,-88.643681,40.935562,-88.643687,359.3,2.1,52.692,11.2,111.5,21.5,1017.7,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"17","MA01",2024-09-11 08:55:16,"2024-09-11","08:55:16","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,0.581,2.1602,40.935693,-88.643686,40.935775,-88.643685,359.4,2.2,53.127,11.6,110.5,21.5,1017.7,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"18","MA01",2024-09-11 08:55:17,"2024-09-11","08:55:17","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-2.5758,2.1602,40.935909,-88.643688,40.935988,-88.64369,359.6,2.4,53.127,11.4,111.6,21.5,1017.7,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"19","MA01",2024-09-11 08:55:18,"2024-09-11","08:55:18","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-2.5758,2.1602,40.936123,-88.643688,40.936203,-88.643688,359.8,2.6,53.003,11.4,111.6,21.5,1017.7,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"20","MA01",2024-09-11 08:55:19,"2024-09-11","08:55:19","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-2.5758,2.1603,40.936334,-88.643688,40.936417,-88.643687,359.8,2.6,52.692,11.8,112.6,21.5,1017.7,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"21","MA01",2024-09-11 08:55:20,"2024-09-11","08:55:20","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-1.4954,2.1603,40.936544,-88.643689,40.936623,-88.643687,359.9,2.7,52.319,12,109.3,21.5,1017.6,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"22","MA01",2024-09-11 08:55:21,"2024-09-11","08:55:21","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-1.4954,2.1603,40.936751,-88.643689,40.936828,-88.643687,359.9,2.7,51.884,11.6,108.7,21.5,1017.6,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"23","MA01",2024-09-11 08:55:22,"2024-09-11","08:55:22","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-1.4954,2.1583,40.936957,-88.643689,40.937033,-88.643685,359.9,2.7,51.263,11.6,109.6,21.5,1017.6,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"24","MA01",2024-09-11 08:55:23,"2024-09-11","08:55:23","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-4.9733,2.1583,40.93716,-88.64369,40.93724,-88.643682,359.8,2.6,50.952,11.7,109,21.5,1017.6,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"25","MA01",2024-09-11 08:55:24,"2024-09-11","08:55:24","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-4.9733,2.1583,40.937361,-88.643691,40.937442,-88.643685,359.6,2.4,50.393,11.6,111.8,21.5,1017.7,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"26","MA01",2024-09-11 08:55:25,"2024-09-11","08:55:25","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-4.9733,2.1606,40.93756,-88.643693,40.93764,-88.643688,359.5,2.3,49.71,11.3,108.6,21.5,1017.7,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"27","MA01",2024-09-11 08:55:26,"2024-09-11","08:55:26","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,0.9347,2.1606,40.937756,-88.643695,40.937838,-88.64369,359.5,2.3,49.213,11.7,107.4,21.5,1017.7,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"28","MA01",2024-09-11 08:55:27,"2024-09-11","08:55:27","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,0.9347,2.1606,40.937951,-88.643696,40.938033,-88.643685,359.8,2.6,48.964,11.6,107.7,21.5,1017.7,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"29","MA01",2024-09-11 08:55:28,"2024-09-11","08:55:28","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,0.9347,2.1606,40.938147,-88.643696,40.938228,-88.643682,0,2.8,48.653,11.4,108.1,21.5,1017.6,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"30","MA01",2024-09-11 08:55:29,"2024-09-11","08:55:29","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,0.9347,2.1589,40.938341,-88.643695,40.93842,-88.643682,0.1,2.9,48.281,10.9,112.4,21.5,1017.7,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"31","MA01",2024-09-11 08:55:30,"2024-09-11","08:55:30","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-2.2144,2.1589,40.938531,-88.643694,40.938612,-88.643682,0.1,2.9,47.721,10.5,113.3,21.5,1017.7,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"32","MA01",2024-09-11 08:55:31,"2024-09-11","08:55:31","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-2.2144,2.1589,40.93872,-88.643693,40.938802,-88.643682,0.1,2.9,47.286,10,114.9,21.5,1017.6,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"33","MA01",2024-09-11 08:55:32,"2024-09-11","08:55:32","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-2.2144,2.1586,40.938908,-88.643693,40.93899,-88.643682,0,2.8,46.914,10.4,113,21.5,1017.6,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"34","MA01",2024-09-11 08:55:33,"2024-09-11","08:55:33","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-2.251,2.1586,40.939094,-88.643693,40.939175,-88.64368,359.9,2.7,46.479,9.9,115.7,21.5,1017.7,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"35","MA01",2024-09-11 08:55:34,"2024-09-11","08:55:34","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-2.251,2.1586,40.939278,-88.643693,40.939357,-88.643678,0,2.8,45.981,9.7,119,21.5,1017.7,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"36","MA01",2024-09-11 08:55:35,"2024-09-11","08:55:35","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-2.251,2.1586,40.93946,-88.643693,40.939538,-88.643677,0,2.8,45.671,9.6,119.2,21.5,1017.7,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"37","MA01",2024-09-11 08:55:36,"2024-09-11","08:55:36","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-0.7742,2.1586,40.939642,-88.643692,40.939723,-88.643675,0,2.8,45.671,9.8,119,21.5,1017.8,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"38","MA01",2024-09-11 08:55:37,"2024-09-11","08:55:37","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-0.7742,2.1586,40.939827,-88.643691,40.939912,-88.643677,0.2,3,45.981,9.4,114.4,21.5,1017.9,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"39","MA01",2024-09-11 08:55:38,"2024-09-11","08:55:38","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-0.7742,2.1586,40.940015,-88.643689,40.9401,-88.643678,0.4,3.2,46.479,9.8,112.5,21.5,1017.9,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"40","MA01",2024-09-11 08:55:39,"2024-09-11","08:55:39","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-0.7742,2.1596,40.940206,-88.643686,40.940288,-88.643675,0.6,3.4,46.914,9.8,111.1,21.5,1017.9,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"41","MA01",2024-09-11 08:55:40,"2024-09-11","08:55:40","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-1.856,2.1596,40.940398,-88.643684,40.940477,-88.643675,0.3,3.1,47.286,10.4,108.4,21.5,1018.1,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"42","MA01",2024-09-11 08:55:41,"2024-09-11","08:55:41","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-1.856,2.1574,40.940591,-88.643683,40.940665,-88.64368,0,2.8,47.411,10.3,110.2,21.5,1018.2,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"43","MA01",2024-09-11 08:55:42,"2024-09-11","08:55:42","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-1.856,2.1574,40.940782,-88.643685,40.940855,-88.643683,359.8,2.6,47.286,11.2,105,21.5,1018.1,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"44","MA01",2024-09-11 08:55:43,"2024-09-11","08:55:43","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,1.3791,2.1574,40.94097,-88.643687,40.941045,-88.643687,359.5,2.3,46.914,11,105.7,21.5,1018.1,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"45","MA01",2024-09-11 08:55:44,"2024-09-11","08:55:44","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,1.3791,2.1574,40.941157,-88.64369,40.941232,-88.643688,359.4,2.2,46.603,11.2,106.3,21.5,1018.1,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"46","MA01",2024-09-11 08:55:45,"2024-09-11","08:55:45","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,1.3791,2.1577,40.941342,-88.643693,40.941417,-88.64369,359.3,2.1,46.354,11.6,103.9,21.5,1018,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"47","MA01",2024-09-11 08:55:46,"2024-09-11","08:55:46","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-1.5846,2.1577,40.941527,-88.643696,40.941603,-88.643693,359.3,2.1,46.106,11.6,103.9,21.5,1018,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"48","MA01",2024-09-11 08:55:47,"2024-09-11","08:55:47","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-1.5846,2.1577,40.941711,-88.643698,40.941788,-88.643697,359.5,2.3,45.981,11.4,103.5,21.5,1018,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"49","MA01",2024-09-11 08:55:48,"2024-09-11","08:55:48","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-1.5846,2.1577,40.941895,-88.643699,40.941972,-88.643695,359.7,2.5,45.795,11.1,102.7,21.5,1018.1,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"50","MA01",2024-09-11 08:55:49,"2024-09-11","08:55:49","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-1.5846,2.1568,40.942077,-88.643698,40.942155,-88.64369,0.1,2.9,45.671,10.2,107.4,21.5,1018.1,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"51","MA01",2024-09-11 08:55:50,"2024-09-11","08:55:50","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-2.5151,2.1568,40.94226,-88.643695,40.942337,-88.643685,0.5,3.3,45.671,9.8,109.5,21.5,1018.1,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"52","MA01",2024-09-11 08:55:51,"2024-09-11","08:55:51","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-2.5151,2.1545,40.942445,-88.643692,40.94252,-88.643683,0.4,3.2,45.795,10.6,104.5,21.5,1018.1,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"53","MA01",2024-09-11 08:55:52,"2024-09-11","08:55:52","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-2.5151,2.1545,40.942628,-88.643691,40.942705,-88.643683,0.3,3.1,45.671,10.4,107.1,21.5,1018.1,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"54","MA01",2024-09-11 08:55:53,"2024-09-11","08:55:53","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-6.6755,2.1545,40.94281,-88.643689,40.942885,-88.643683,0.1,2.9,45.422,11.1,104.7,21.5,1018,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"55","MA01",2024-09-11 08:55:54,"2024-09-11","08:55:54","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-6.6755,2.1545,40.942994,-88.643691,40.943068,-88.643685,359.9,2.7,45.547,11,106.6,21.5,1018,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"56","MA01",2024-09-11 08:55:55,"2024-09-11","08:55:55","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-6.6755,2.1543,40.94318,-88.643692,40.943255,-88.64369,359.7,2.5,45.981,10.5,107.2,21.5,1017.9,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"57","MA01",2024-09-11 08:55:56,"2024-09-11","08:55:56","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-2.9592,2.1543,40.943369,-88.643694,40.943447,-88.64369,359.8,2.6,46.479,11,103.2,21.5,1017.9,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"58","MA01",2024-09-11 08:55:57,"2024-09-11","08:55:57","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-2.9592,2.1543,40.94356,-88.643696,40.943637,-88.64369,359.9,2.7,47.038,10.8,104.6,21.5,1017.9,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"59","MA01",2024-09-11 08:55:58,"2024-09-11","08:55:58","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-2.9592,2.1554,40.943753,-88.643696,40.943828,-88.643692,0,2.8,47.162,10.9,106,21.5,1017.9,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"60","MA01",2024-09-11 08:55:59,"2024-09-11","08:55:59","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-1.9871,2.1554,40.943943,-88.643696,40.944018,-88.64369,0.1,2.9,47.162,10.8,108.1,21.5,1018,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"61","MA01",2024-09-11 08:56:00,"2024-09-11","08:56:00","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-1.9871,2.1554,40.944133,-88.643694,40.944207,-88.64369,0.2,3,47.038,11.3,102.6,21.5,1018,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"62","MA01",2024-09-11 08:56:01,"2024-09-11","08:56:01","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-1.9871,2.1562,40.944322,-88.643694,40.944392,-88.643687,0.2,3,46.789,11.1,101.6,21.5,1018,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"63","MA01",2024-09-11 08:56:02,"2024-09-11","08:56:02","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-1.3901,2.1562,40.94451,-88.643692,40.944578,-88.643682,0.3,3.1,46.789,11.2,103.5,21.5,1018,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"64","MA01",2024-09-11 08:56:03,"2024-09-11","08:56:03","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-1.3901,2.1562,40.944698,-88.643691,40.94477,-88.643683,0.1,2.9,46.665,11.3,105.3,21.5,1018,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"65","MA01",2024-09-11 08:56:04,"2024-09-11","08:56:04","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-1.3901,2.1568,40.944883,-88.643691,40.944955,-88.643687,359.9,2.7,46.23,11.2,106.2,21.5,1018,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"66","MA01",2024-09-11 08:56:05,"2024-09-11","08:56:05","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-1.3901,2.1568,40.945063,-88.643692,40.945133,-88.643688,359.7,2.5,45.174,11.3,104.8,21.5,1017.9,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"67","MA01",2024-09-11 08:56:06,"2024-09-11","08:56:06","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-1.8878,2.1568,40.945237,-88.643692,40.945307,-88.643688,359.4,2.2,44.304,11.3,105.8,21.5,1017.9,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"68","MA01",2024-09-11 08:56:07,"2024-09-11","08:56:07","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-1.8878,2.1568,40.945408,-88.643693,40.945477,-88.643692,359.3,2.1,43.123,10.6,104.6,21.5,1018,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"69","MA01",2024-09-11 08:56:08,"2024-09-11","08:56:08","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-1.8878,2.1559,40.945569,-88.643693,40.945638,-88.64369,359.2,2,41.383,9.9,110.3,21.4,1018.1,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"70","MA01",2024-09-11 08:56:09,"2024-09-11","08:56:09","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,2.1918,2.1559,40.945719,-88.643694,40.945788,-88.64369,358.7,1.5,39.333,9.9,112.3,21.4,1018,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"71","MA01",2024-09-11 08:56:10,"2024-09-11","08:56:10","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,2.1918,2.1559,40.945855,-88.643694,40.945923,-88.643692,358.3,1.1,36.661,9.7,113,21.4,1018.2,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"72","MA01",2024-09-11 08:56:11,"2024-09-11","08:56:11","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,2.1918,2.1528,40.945976,-88.643693,40.946043,-88.643692,358.4,1.2,33.43,8.5,118.4,21.4,1018.3,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"73","MA01",2024-09-11 08:56:12,"2024-09-11","08:56:12","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-1.1049,2.1528,40.946084,-88.643692,40.94615,-88.643692,358.3,1.1,30.137,8,118.5,21.4,1018.3,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"74","MA01",2024-09-11 08:56:13,"2024-09-11","08:56:13","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-1.1049,2.1528,40.946176,-88.643691,40.946237,-88.643693,357.8,0.6,26.408,7.3,122.4,21.4,1018.4,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"75","MA01",2024-09-11 08:56:14,"2024-09-11","08:56:14","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-1.1049,2.1542,40.946253,-88.643692,40.94631,-88.643697,355.5,358.3,22.866,6.8,127.3,21.4,1018.5,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"76","MA01",2024-09-11 08:56:15,"2024-09-11","08:56:15","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-1.1049,2.1542,40.946318,-88.643706,40.94637,-88.643717,348.4,351.2,19.511,5.9,132,21.4,1018.5,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"77","MA01",2024-09-11 08:56:16,"2024-09-11","08:56:16","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-1.3389,2.1542,40.946371,-88.64374,40.94642,-88.643757,337,339.8,17.026,4.4,128.2,21.4,1018.7,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
"78","MA01",2024-09-11 08:56:17,"2024-09-11","08:56:17","Picarro","Picarro-G2204","0.0","ppb","LivingstonLandfill","off","7783-06-4","picarro",10.69,-1.3389,2.1542,40.946412,-88.643792,40.946458,-88.643812,323.1,325.9,15.286,3.4,124.7,21.4,1018.8,0.6,"MD,TESTTESTTEST,WHOOPER","WHOOPER"
